author,is_other,is_uk,is_us,nationality,reviews,uklist,uslists,salesevidence,raw_num_vols,midcareer,num_vols,logvols,logsales,noisyprior,ratio,posterior,percentile,prestige
"Holmes, Oliver Wendell",0.0,0.0,1.0,us,2.0,1.0,0.0,1.0,61.0,1861.0,62.98,4.158570534521372,0.6931471805599453,1.24630994459456,0.01947968028437887,0.8698028364960251,0.9098143236074271,0.76099564076
"Cather, Willa",0.0,0.0,1.0,us,2.0,0.0,1.0,1.0,67.0,1916.0,61.34,4.132603274339191,0.6931471805599453,1.9378913040901016,0.031085840617422224,0.867801618082216,0.7862318840579711,0.6250895089365001
"Norris, Frank",0.0,0.0,1.0,us,2.0,0.0,1.0,1.0,80.0,1906.0,60.58,4.120337142496354,0.6931471805599453,2.027556937995209,0.032925575478973845,0.8668415636923902,0.8041825095057035,0.6231815535555001
"Hale, Edward Everett",0.0,0.0,1.0,us,1.0,1.0,0.0,1.0,65.0,1869.0,58.92,4.0930103392089645,0.6931471805599453,0.987224110619143,0.016475702780693307,0.8646682755827813,0.9027149321266968,0.292167098909
"Aldrich, Thomas Bailey",0.0,0.0,1.0,us,1.0,1.0,0.0,1.0,72.0,1875.0,58.58,4.0873199472851365,0.6931471805599453,0.7502008116706047,0.012591487272081314,0.8642096847472566,0.8717948717948718,0.668598879168
"Wolfe, Thomas",0.0,0.0,1.0,us,1.0,0.0,1.0,1.0,40.0,1935.0,56.76,4.05629649458457,0.6931471805599453,0.5105170894314117,0.008838592268549373,0.8616724387202265,0.8058252427184466,0.565576865884
"Blasco Ibáñez, Vicente",1.0,0.0,0.0,es,0.0,0.0,1.0,1.0,55.0,1920.0,56.12,4.0451543180313285,0.6931471805599453,0.8875350722498636,0.015538078995971002,0.860745752892036,0.7864963503649635,0.444141832016
"Williamson, C. N",0.0,1.0,0.0,uk,1.0,0.0,1.0,1.0,69.0,1906.0,52.25,3.9749978045895347,0.6931471805599453,0.571449527993156,0.01073144653508274,0.8547196218400077,0.8003802281368821,0.49489168435900005
"Gibbs, Philip",0.0,1.0,0.0,uk,1.0,0.0,1.0,1.0,49.0,1921.0,51.23,3.955657042448207,0.6931471805599453,1.058223643961621,0.020260839440199522,0.8529992078950699,0.7859712230215827,0.79671235729
"Alger, Horatio",0.0,0.0,1.0,us,0.0,0.0,1.0,1.0,55.0,1871.0,49.49,3.921775296870824,0.6931471805599453,1.5339412627821,0.030381090568074868,0.8499223635986435,0.8857758620689655,0.332902887988
"McKenna, Stephen",0.0,1.0,0.0,uk,0.0,0.0,1.0,1.0,45.0,1923.0,47.26,3.8766030601968855,0.6931471805599453,1.0908878270402393,0.022604389288028166,0.8456933792826985,0.7907407407407407,0.560951551315
"Fox, John",0.0,0.0,1.0,us,1.0,0.0,1.0,1.0,65.0,1904.0,47.09,3.873074255289571,0.6931471805599453,1.1646516539633753,0.024218167060997615,0.8453568262977477,0.8,0.284772186526
"Roberts, Kenneth Lewis",0.0,0.0,1.0,us,0.0,0.0,1.0,1.0,33.0,1935.0,46.83,3.8676530576922055,0.6931471805599453,1.303237294265327,0.027247277739187267,0.8448380268915514,0.7961165048543689,0.402575053754
"Stephens, Ann S",0.0,0.0,1.0,us,0.0,0.0,1.0,1.0,43.0,1855.0,45.27,3.8344938029189084,0.6931471805599453,0.7459898634042038,0.016122538651484844,0.8416179374926245,0.8942307692307693,0.307798076305
"Costain, Thomas B. (Thomas Bertram)",0.0,0.0,1.0,ca,0.0,0.0,1.0,1.0,25.0,1946.0,44.75,3.82319179172153,0.6931471805599453,1.1472155607408334,0.025075749961548273,0.8405018695075983,0.8220064724919094,0.388242257422
"Read, Opie Percival",0.0,0.0,1.0,us,0.0,0.0,1.0,1.0,61.0,1895.0,43.59,3.7975096186393853,0.6931471805599453,0.6337635277236623,0.014213131368550397,0.8379303525886918,0.8113948919449901,0.516007175544
"Heyer, Georgette",0.0,1.0,0.0,uk,0.0,2.0,0.0,2.0,6.0,1937.0,8.57,2.258633205464863,1.0986122886681098,2.190878737127384,0.22893194745322717,0.82917487968211,0.7959697732997482,0.346521164534
"Whitney, A. D. T",0.0,0.0,1.0,us,0.0,0.0,1.0,1.0,50.0,1886.0,39.48,3.70080802497921,0.6931471805599453,1.6981689333399168,0.04195081357065012,0.8277975778115823,0.8379888268156425,0.819345264639
"Phelps, Elizabeth Stuart",0.0,0.0,1.0,us,1.0,0.0,1.0,1.0,51.0,1890.0,38.86,3.685373314784649,0.6931471805599453,0.9265744657733094,0.023245721670178358,0.8261131203829578,0.8317757009345794,0.551800218674
"Van Dyke, Henry",0.0,0.0,1.0,us,1.0,0.0,1.0,1.0,54.0,1902.0,38.23,3.6694417602214613,0.6931471805599453,1.1000405693319752,0.028040799626101842,0.8243547138578341,0.7936210131332082,0.482086930151
"Eggleston, Edward",0.0,0.0,1.0,us,1.0,0.0,1.0,1.0,48.0,1877.0,37.91,3.661251286996462,0.6931471805599453,0.7766443954670751,0.0199600204437696,0.8234428710909831,0.8482490272373541,0.581067873856
"Frankau, Gilbert",0.0,1.0,0.0,uk,0.0,1.0,0.0,1.0,26.0,1937.0,37.14,3.641263600172273,0.6931471805599453,1.2123577372829224,0.031787040830700636,0.8211951756051878,0.7934508816120907,0.4265536528525
"Harris, Miriam Coles",0.0,0.0,1.0,us,1.0,0.0,1.0,1.0,37.0,1865.0,35.99,3.610647605844363,0.6931471805599453,1.3022290429757744,0.03520489437620369,0.8176900174228832,0.891566265060241,0.517843731804
"Webster, Henry Kitchell",0.0,0.0,1.0,us,0.0,0.0,1.0,1.0,32.0,1924.0,35.07,3.5854614949154477,0.6931471805599453,1.0617949003206173,0.029437064051029034,0.8147495171465632,0.7769516728624535,0.536186911789
"Arlen, Michael",0.0,1.0,0.0,uk,0.0,0.0,1.0,1.0,30.0,1925.0,34.81,3.5782271840103412,0.6931471805599453,0.29435024963153433,0.008219777984684007,0.8138953242740501,0.7781954887218046,0.6809587192129999
"Steel, Flora Annie Webster",0.0,1.0,0.0,uk,0.0,0.0,1.0,1.0,49.0,1894.0,34.78,3.5773890780805733,0.6931471805599453,1.4593182176050825,0.0407858641029928,0.8137960873342281,0.8027079303675049,0.641297202652
"Malet, Lucas",0.0,1.0,0.0,uk,4.0,0.0,1.0,1.0,45.0,1891.0,33.54,3.5421180727185324,0.6931471805599453,1.681426742971357,0.04868056580692985,0.8095673169891269,0.8152380952380952,0.738862826907
"Spring, Howard",0.0,1.0,0.0,uk,0.0,0.0,1.0,1.0,22.0,1936.0,31.34,3.4763048541489607,0.6931471805599453,1.0218381664276583,0.031596727471479846,0.8013998059673999,0.7841191066997518,0.354781974814
"Nordhoff, Charles and Hall, James Norman",0.0,0.0,1.0,us,1.0,0.0,1.0,1.0,22.0,1932.0,29.31,3.4114776910697118,0.6931471805599453,0.4504345031462438,0.014860920592089865,0.7929966519060035,0.7674418604651163,0.405795793599
"Hurst, Fannie",0.0,0.0,1.0,us,0.0,0.0,1.0,1.0,24.0,1926.0,28.59,3.3874364664121184,0.6931471805599453,1.200428580284248,0.04056872525462143,0.7897888624662459,0.7553398058252427,0.69153752008
"Harland, Henry",0.0,0.0,1.0,us,1.0,0.0,1.0,1.0,39.0,1896.0,27.8,3.3603753871419,0.6931471805599453,1.4562052033032016,0.050562680670250056,0.7861184409941664,0.7817460317460317,0.532803630766
"Lawrence, George A",0.0,1.0,0.0,uk,2.0,1.0,0.0,1.0,25.0,1863.0,25.08,3.261168737058452,0.6931471805599453,1.328001328942551,0.05092029635515916,0.77211710335453,0.8866498740554156,0.5555971304189999
"Heyward, DuBose",0.0,0.0,1.0,us,1.0,0.0,1.0,1.0,18.0,1927.0,21.97,3.134189016701007,0.6931471805599453,1.0537552523151927,0.04587528307858915,0.752932956180915,0.7449392712550608,0.36906791103299996
"Llewellyn, Richard",0.0,1.0,0.0,uk,1.0,0.0,1.0,1.0,14.0,1939.0,21.59,3.1175073304799117,0.6931471805599453,1.7842231475642745,0.07898287505817948,0.7503067781639132,0.7453580901856764,0.7237761834790001
"West, Rebecca",0.0,1.0,0.0,uk,2.0,0.0,1.0,1.0,17.0,1927.0,20.75,3.079613757534693,0.6931471805599453,1.3800995701387317,0.06345285379948191,0.7442498777414617,0.7388663967611336,0.834120634463
"Golding, Louis",0.0,1.0,0.0,uk,2.0,0.0,1.0,1.0,15.0,1929.0,19.37,3.0140632302387145,0.6931471805599453,0.0023712152218703375,0.00011640722738685996,0.7334735275846669,0.7294372294372294,0.6615226025545
"Stacpoole, H. De Vere",0.0,1.0,0.0,ir,1.0,1.0,0.0,1.0,23.0,1908.0,18.39,2.9647574692545606,0.6931471805599453,0.5681481786194046,0.029301092244425196,0.725119656986412,0.7382297551789078,0.808789147072
"Spillane, Mickey",0.0,0.0,1.0,us,0.0,2.0,0.0,2.0,3.0,1947.0,5.54,1.8779371654691073,1.0986122886681098,2.5849846148293487,0.39525758636534386,0.7166398248211079,0.7517241379310344,0.211346814025
"Fallada, Hans",1.0,0.0,0.0,ger,0.0,0.0,1.0,1.0,12.0,1934.0,17.03,2.8920370372152258,0.6931471805599453,1.4260438987365123,0.07909283964151483,0.7124140335736129,0.7355769230769231,0.30296294819200004
"Harrison, Henry",0.0,0.0,1.0,us,1.0,0.0,1.0,1.0,19.0,1915.0,16.9,2.884800712846709,0.6931471805599453,0.026913670004095724,0.001503556983469035,0.7111248829665588,0.7132352941176471,0.6918929491879999
"Grand, Sarah",0.0,1.0,0.0,ir,1.0,0.0,1.0,1.0,19.0,1889.0,14.84,2.7625383863862796,0.6931471805599453,1.5694342768912484,0.0990804467734374,0.6886785118140449,0.8128440366972477,0.547278764333
"Cummins, Maria S",0.0,0.0,1.0,us,1.0,0.0,1.0,1.0,14.0,1860.0,14.36,2.731766727719526,0.6931471805599453,0.8242724590413102,0.05366357155216864,0.6828352859615107,0.8867924528301887,0.462000662675
"Carroll, Gladys Hasty",0.0,0.0,1.0,us,0.0,0.0,1.0,1.0,9.0,1935.0,12.77,2.6224923127405635,0.6931471805599453,0.8709664630673899,0.06325101402087073,0.6614820248942554,0.7160194174757282,0.695437973998
"Conway, Hugh",0.0,1.0,0.0,uk,1.0,1.0,0.0,1.0,16.0,1883.0,12.75,2.6210388241125804,0.6931471805599453,2.1730992123100163,0.1580435790770921,0.6611918345851967,0.8126126126126126,0.38515385936200003
"Bellamy, Edward",0.0,0.0,1.0,us,1.0,0.0,1.0,1.0,16.0,1880.0,12.49,2.6019486702196644,0.6931471805599453,1.8396387665497218,0.1363705534877481,0.6573658821288431,0.8255159474671669,0.618725591648
"Smith, Lillian Eugenia",0.0,0.0,1.0,us,0.0,0.0,1.0,1.0,7.0,1944.0,11.83,2.551786178627545,0.6931471805599453,1.1337109451819263,0.08836406431659596,0.6471856722026618,0.7222222222222222,0.499777914393
"Dodge, Mary Mapes",0.0,0.0,1.0,us,1.0,1.0,0.0,1.0,12.0,1865.0,11.67,2.5392369943330477,0.6931471805599453,0.3824734533644789,0.030187328600195653,0.6446107633874747,0.8746987951807229,0.38942050306000003
"Thompson, Sylvia",0.0,1.0,0.0,uk,1.0,0.0,1.0,1.0,8.0,1926.0,9.53,2.354228326145884,0.6931471805599453,0.9574599724091553,0.09092687297332909,0.6054428447322662,0.7067961165048544,0.479222929536
"Santayana, George",0.0,0.0,1.0,us,1.0,0.0,1.0,1.0,5.0,1935.0,7.09,2.0906287310704004,0.6931471805599453,0.6453627908671518,0.07977290369186053,0.5464439112587405,0.6941747572815534,0.758961761733
"Lorimer, George Horace",0.0,0.0,1.0,us,0.0,0.0,1.0,1.0,8.0,1902.0,5.66,1.8961194845522977,0.6931471805599453,1.3556261546996347,0.20354747067562082,0.5013835973173255,0.7429643527204502,0.0309156840998
"Lytton, Edward Bulwer Lytton",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,522.0,1871.0,469.79,6.154412134718739,0.0,0.30521743295740034,0.0006483090825153472,0.45990864922894437,0.8362068965517241,0.820142848481
"Henty, G. A",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,585.0,1887.0,449.24,6.109780773926024,0.0,0.5168110601896845,0.0011478568323331655,0.4595703538454334,0.7839851024208566,0.296969036776
"Lever, Charles James",0.0,1.0,0.0,ir,3.0,0.0,0.0,0.0,373.0,1865.0,362.84,5.8967142105621715,0.0,0.2482571691869786,0.0006823251132007988,0.4577387778703593,0.8554216867469879,0.583559858748
"Oliphant, Margaret",0.0,1.0,0.0,uk,6.0,0.0,0.0,0.0,262.0,1860.0,268.76,5.597532674813491,0.0,0.5086779779381805,0.0018856686608028637,0.4544478188207296,0.8571428571428571,0.5886380946961667
"Arthur, T. S",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,227.0,1860.0,232.85,5.454679884171895,0.0,0.012832517682647798,5.487499543574e-05,0.4525160979622638,0.8544474393530997,0.471108590542
"Crawford, F. Marion",0.0,0.0,1.0,us,3.0,0.0,0.0,0.0,306.0,1892.0,227.08,5.429696444604416,0.0,0.33118434797434865,0.0014520534372779229,0.45215087591188463,0.7720306513409961,0.647402548342
"Howells, William Dean",0.0,0.0,1.0,us,2.0,0.0,0.0,0.0,307.0,1904.0,222.44,5.409142921636922,0.0,0.09663163518036885,0.00043247240950755844,0.45184396021844286,0.7277777777777777,0.5489835241675001
"James, Henry",0.0,0.0,1.0,us,3.0,0.0,0.0,0.0,261.0,1877.0,206.18,5.333587980629956,0.0,0.2112512636892969,0.0010196508528298913,0.4506638945199603,0.8035019455252919,0.643158237872
"Phillpotts, Eden",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,254.0,1907.0,195.99,5.283152966028264,0.0,0.10931895531169933,0.0005549467247662283,0.4498288634143716,0.7091254752851711,0.618117321174
"Henry, O",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,234.0,1910.0,194.58,5.275969502884129,0.0,0.4577483302544746,0.002340465948739516,0.4497067306853694,0.6964618249534451,0.424303215748
"Meredith, George",0.0,1.0,0.0,uk,2.0,0.0,0.0,0.0,215.0,1876.0,173.66,5.162841226985587,0.0,0.4102262629082068,0.0023487132881495868,0.44767295094099724,0.8023715415019763,0.5137946337135
"Abbott, Jacob",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,162.0,1860.0,166.18,5.11907107627101,0.0,0.16835975543584336,0.0010070567976782113,0.4468277728336949,0.8463611859838275,0.5243622824490001
"Faulkner, William",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,97.0,1939.0,149.58,5.014494504421976,0.0,0.7500968293487138,0.0049813841768409734,0.44466701298416444,0.6870026525198939,0.8308446989239999
"Bates, H. E. (Herbert Ernest)",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,111.0,1932.0,147.92,5.003409249004516,0.0,0.8935294013497012,0.00600006313020213,0.4444257679740464,0.686046511627907,0.768158788942
"Caldwell, Erskine",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,87.0,1943.0,147.08,4.9977526682652424,0.0,0.022251211046731965,0.00015026479637177177,0.4443017348552159,0.7,0.254152269859
"Moore, George",0.0,1.0,0.0,ir,1.0,0.0,0.0,0.0,199.0,1903.0,145.97,4.990228484318593,0.0,0.45798704276695335,0.003116194072034792,0.44413576945316047,0.7250922509225092,0.651550457672
"Lawrence, D. H",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,113.0,1928.0,145.15,4.984633491557255,0.0,0.4164651175382886,0.0028495731613978007,0.4440116277473494,0.6666666666666666,0.675243003962
"Benson, E. F",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,156.0,1917.0,145.13,4.984496636486561,0.0,0.03563210097471125,0.00024383836977151337,0.44400858338221827,0.677536231884058,0.7727789731795001
"Greene, Graham",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,82.0,1940.0,126.97,4.851795861449505,0.0,0.1770021282223699,0.001383153303292724,0.4408742629872809,0.6827956989247311,0.633745022866
"Optic, Oliver",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,131.0,1868.0,122.46,4.81591721696575,0.0,0.1655106773269051,0.001340601630705533,0.4399614619948309,0.8329466357308585,0.4105135017593333
"London, Jack",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,167.0,1902.0,118.23,4.78105440081804,0.0,0.01872091136926319,0.0001570151083558097,0.43904644478426824,0.726078799249531,0.286548582102
"Ainsworth, William Harrison",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,117.0,1862.0,116.54,4.766778701184505,0.0,0.6027100785953738,0.005127701876768536,0.43866360893343453,0.8376288659793815,0.365591319615
"Smith, Francis Hopkinson",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,155.0,1903.0,113.7,4.742320024135325,0.0,0.31976242145779005,0.002787815357086225,0.43799647980763695,0.7195571955719557,0.433130873587
"MacDonald, George",0.0,1.0,0.0,uk,7.0,0.0,0.0,0.0,127.0,1872.0,108.84,4.699024761459715,0.0,0.32995875645615635,0.003003994505245415,0.43678014115225416,0.8110403397027601,0.6225546501402857
"Crockett, S. R",0.0,1.0,0.0,uk,2.0,0.0,0.0,0.0,146.0,1898.0,106.6,4.678420647727684,0.0,0.002995195725984723,2.7836391505434228e-05,0.4361850424412511,0.7137330754352031,0.6569652915035
"Reid, Mayne",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,111.0,1857.0,105.43,4.667487492052953,0.0,0.4808459234088661,0.004517954744046472,0.4358649333864555,0.8333333333333334,0.38055655551533335
"Stockton, Frank R",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,120.0,1913.0,105.0,4.663439094112067,0.0,0.4824952077668328,0.0045518415827059695,0.4357456328699901,0.6666666666666666,0.251277544652
"Barr, Amelia Edith Huddleston",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,143.0,1898.0,104.41,4.657857508267098,0.0,0.9307573417339513,0.008829877067962729,0.4355804670709166,0.7098646034816247,0.426688748375
"Disraeli, Benjamin",0.0,1.0,0.0,uk,3.0,0.0,0.0,0.0,113.0,1870.0,102.27,4.637346917683312,0.0,0.18270712892593155,0.0017692178650714782,0.4349666707669602,0.8210290827740492,0.6546681472376666
"Bowen, Elizabeth",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,54.0,1948.0,100.13,4.616406817914079,0.0,0.23712085375411532,0.002344713277505343,0.43432876485182204,0.673992673992674,0.8404978494259999
"Marsh-Caldwell, Anne",0.0,1.0,0.0,uk,3.0,0.0,0.0,0.0,94.0,1852.0,99.0,4.605170185988092,0.0,0.17868892518226243,0.0017868892518226242,0.4339817121012168,0.8218181818181818,0.5160359890283334
"Russell, William Clark",0.0,1.0,0.0,uk,3.0,0.0,0.0,0.0,117.0,1889.0,91.39,4.526018747682654,0.0,0.4746005181548108,0.005136925188384141,0.43144065748551186,0.7559633027522936,0.6931409030823333
"Chekhov, Anton",1.0,0.0,0.0,ru,1.0,0.0,0.0,0.0,89.0,1920.0,90.81,4.519721224155608,0.0,0.5900444680570173,0.0064267995649386475,0.4312310710606539,0.666058394160584,0.79050085335
"Marshall, Archibald",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,86.0,1921.0,89.92,4.509979998984343,0.0,0.3887095745329747,0.004275292284788547,0.4309046768085476,0.6672661870503597,0.65806100657
"Dos Passos, John",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,50.0,1943.0,84.53,4.44886719159269,0.0,0.3020653855210262,0.0035316892963992304,0.4287950065705025,0.6828571428571428,0.415262290901
"Norris, W. E",0.0,1.0,0.0,uk,3.0,0.0,0.0,0.0,106.0,1886.0,83.7,4.439115601658009,0.0,0.070197384183745,0.0008287766727714876,0.4284483023438003,0.7541899441340782,0.5276418764743332
"Brady, Cyrus Townsend",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,114.0,1903.0,83.62,4.438170645291922,0.0,0.1685332003168788,0.0019916473684339258,0.4284145561264283,0.7029520295202952,0.31703269892499997
"Carey, Rosa Nouchette",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,104.0,1888.0,80.79,4.4041549867468825,0.0,0.10826920614285723,0.0013237462543447514,0.42718201983740234,0.7514018691588785,0.39739849994299997
"Gissing, George",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,107.0,1891.0,79.76,4.391481793444637,0.0,0.023136072610759836,0.00028647935377364825,0.42671388220388945,0.7371428571428571,0.610739172438
"Hergesheimer, Joseph",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,76.0,1922.0,79.42,4.387262901469128,0.0,0.6640646563514546,0.008257456557466484,0.4265569522586863,0.6612612612612613,0.742471277525
"Dreiser, Theodore",0.0,0.0,1.0,us,2.0,0.0,0.0,0.0,68.0,1925.0,78.91,4.380901001386372,0.0,0.08448357418941553,0.0010572340656915971,0.42631927677469944,0.6597744360902256,0.711699193281
"Jacobs, W. W",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,90.0,1913.0,78.75,4.378896741664954,0.0,0.5125817686108581,0.0064273576001361524,0.426244141451849,0.6483516483516484,0.5604954623189999
"Fast, Howard",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,46.0,1943.0,77.76,4.366405253770925,0.0,0.10424282227121673,0.0013235503081667943,0.42577306693996314,0.6742857142857143,0.6413502767970001
"Ebers, Georg",1.0,0.0,0.0,german,0.0,0.0,0.0,0.0,98.0,1889.0,76.55,4.350922889622548,0.0,0.12138924775845394,0.0015653030013985036,0.4251824725842588,0.744954128440367,0.276747440705
"Romains, Jules",1.0,0.0,0.0,fr,2.0,0.0,0.0,0.0,56.0,1932.0,74.62,4.325720798462787,0.0,0.13642388435393465,0.001804071467256475,0.4242050017508864,0.6534883720930232,0.697072636198
"Whyte-Melville, G. J",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,79.0,1867.0,73.65,4.312810523985199,0.0,0.22927002276648456,0.0030712662125450037,0.4236964595961282,0.8132387706855791,0.50467002172
"Hawthorne, Julian",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,94.0,1880.0,73.42,4.309724722918476,0.0,0.09036266348972995,0.0012142255239146727,0.42357411802510714,0.7579737335834896,0.633327601244
"Beresford, J. D",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,58.0,1926.0,69.11,4.250065437218876,0.0,0.42320781219492076,0.006036340211024401,0.42114798687275473,0.6446601941747573,0.425069582349
"Richards, Laura Elizabeth Howe",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,94.0,1903.0,68.95,4.24778070111149,0.0,0.799842633901742,0.011434490834906962,0.42105274504850426,0.6863468634686347,0.7452065874799999
"Quiller-Couch, Arthur",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,88.0,1907.0,67.9,4.232656178019613,0.0,0.27036140095890415,0.003923968083583514,0.420417862916134,0.6634980988593155,0.474376487922
"Cabell, James Branch",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,68.0,1919.0,66.77,4.216119619148022,0.0,0.194314343410321,0.0028672619656237423,0.4197149037889198,0.6381818181818182,0.681040995701
"Kingsley, Henry",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,66.0,1862.0,65.74,4.2008044733232275,0.0,0.22602441452206704,0.0033866409128268963,0.4190555906639637,0.8170103092783505,0.600499429877
"Kaye-Smith, Sheila",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,62.0,1923.0,65.11,4.191320021345486,0.0,0.12307865348704053,0.00186172520779066,0.41864326640353966,0.6462962962962963,0.795129510226
"Swinnerton, Frank",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,62.0,1921.0,64.82,4.186923743515194,0.0,0.2553895510102884,0.003880120799305506,0.4184510950721384,0.6438848920863309,0.507650061631
"Tracy, Louis",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,54.0,1926.0,64.34,4.179604406172924,0.0,0.3584384843559609,0.005485743562227745,0.41812967056540123,0.6330097087378641,0.210368292234
"Kavanagh, Julia",0.0,1.0,0.0,ir,0.0,0.0,0.0,0.0,62.0,1860.0,63.6,4.168214410788556,0.0,0.049326794630267935,0.0007635726722951693,0.4176257930487547,0.8194070080862533,0.46477279011000006
"Bain, F. W",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,83.0,1890.0,63.25,4.162781723775329,0.0,0.03772655992953598,0.0005871838121328558,0.4173838680560669,0.7383177570093458,0.310319053992
"Waugh, Evelyn",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,35.0,1945.0,62.49,4.150882413182359,0.0,0.4928091034601145,0.007761995644355244,0.4168503677515875,0.6554878048780488,0.724407497519
"Lang, Andrew",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,78.0,1886.0,61.59,4.13660552093661,0.0,0.07906062543211251,0.0012631510693739017,0.4162036954068704,0.7337057728119181,0.574775732899
"Cozzens, James Gould",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,46.0,1933.0,61.53,4.1356464415792065,0.0,0.21873061041785682,0.00349801072153937,0.4161599955816427,0.6382978723404256,0.38330668239
"Fisher, Vardis",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,46.0,1932.0,61.3,4.131961425793407,0.0,0.5039104497039709,0.008088450236018795,0.4159917867352746,0.6348837209302326,0.48025668468000005
"Howitt, Mary Botham",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,60.0,1851.0,61.21,4.130515758526928,0.0,0.21531910492635495,0.003461165486679874,0.41592566509709217,0.8089887640449438,0.423260272125
"Smart, Hawley",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,77.0,1877.0,60.82,4.124226936703971,0.0,0.06441832430365942,0.0010420304804862409,0.41563716295557507,0.7626459143968871,0.405175966448
"O'Flaherty, Liam",0.0,1.0,0.0,uk,2.0,0.0,0.0,0.0,47.0,1928.0,60.37,4.116921116401006,0.0,0.06079620757785534,0.0009906502782769324,0.4153002341819002,0.6199575371549894,0.5690884373135
"Ballantyne, R. M",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,75.0,1882.0,59.85,4.108411819433536,0.0,0.23637281552628683,0.003884516278164122,0.4149053942289116,0.7332089552238806,0.34104417505900003
"Turgenev, Ivan Sergeevich",1.0,0.0,0.0,russian,1.0,0.0,0.0,0.0,64.0,1868.0,59.83,4.108083088332614,0.0,0.787881030383742,0.012952178701031433,0.4148900886136128,0.7865429234338747,0.508856163367
"Freeman, Mary Eleanor Wilkins",0.0,0.0,1.0,us,0.0,0.0,0.0,0.0,83.0,1897.0,59.14,4.096675177560383,0.0,0.05768911495057352,0.0009592470061618477,0.4143565277913195,0.6719367588932806,0.484351428681
"Ford, Ford Madox",0.0,1.0,0.0,uk,2.0,0.0,0.0,0.0,59.0,1919.0,57.93,4.076350298849822,0.0,0.5457099709198516,0.00926030834752845,0.4133942276090943,0.6236363636363637,0.8029461095485
"Murfree, Mary Noailles",0.0,0.0,1.0,us,1.0,0.0,0.0,0.0,72.0,1884.0,57.37,4.0668020592157,0.0,0.15968254567913276,0.0027356954887636244,0.4129369548368231,0.7249544626593807,0.7356293057340001
"Riddell, J. H",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,59.0,1866.0,56.95,4.059580569785761,0.0,0.4050959487033943,0.006990439149325182,0.4125888895390765,0.7899761336515513,0.49918830947
"Hume, Fergus",0.0,1.0,0.0,uk,1.0,0.0,0.0,0.0,72.0,1886.0,56.85,4.0578534536396855,0.0,0.13944808655952634,0.0024105114357740078,0.4125053605577174,0.7206703910614525,0.473693114011
"Marryat, Florence",0.0,1.0,0.0,uk,0.0,0.0,0.0,0.0,72.0,1879.0,55.53,4.0347714706871995,0.0,0.3149913847371753,0.005572110113871843,0.4113784445340865,0.7392923649906891,0.32459512193266665
