1853	0.502	0.548	0.595	0.228	0.273	0.320
1854	0.465	0.527	0.579	0.240	0.283	0.325
1855	0.502	0.544	0.584	0.270	0.315	0.367
1856	0.483	0.532	0.580	0.278	0.338	0.399
1857	0.513	0.548	0.587	0.254	0.291	0.328
1858	0.456	0.509	0.563	0.243	0.303	0.363
1859	0.442	0.501	0.561	0.244	0.276	0.309
1860	0.470	0.526	0.575	0.237	0.286	0.337
1861	0.485	0.555	0.614	0.247	0.297	0.355
1862	0.426	0.502	0.571	0.191	0.268	0.363
1863	0.478	0.531	0.575	0.230	0.283	0.348
1864	0.471	0.515	0.556	0.283	0.332	0.383
1865	0.534	0.572	0.605	0.244	0.286	0.324
1866	0.441	0.497	0.547	0.167	0.237	0.321
1867	0.440	0.485	0.529	0.316	0.359	0.405
1868	0.458	0.502	0.543	0.222	0.270	0.318
1869	0.494	0.535	0.575	0.266	0.339	0.413
1870	0.492	0.540	0.582	0.257	0.302	0.354
1871	0.454	0.497	0.539	0.276	0.321	0.357
1872	0.459	0.499	0.540	0.268	0.299	0.330
1873	0.493	0.534	0.573	0.300	0.338	0.380
1874	0.474	0.517	0.564	0.257	0.305	0.359
1875	0.473	0.508	0.542	0.295	0.355	0.406
1876	0.461	0.504	0.546	0.288	0.326	0.366
1877	0.451	0.501	0.547	0.255	0.295	0.340
1878	0.452	0.498	0.535	0.277	0.315	0.356
1879	0.480	0.528	0.577	0.316	0.365	0.418
1880	0.505	0.545	0.583	0.274	0.304	0.334
1881	0.478	0.516	0.552	0.304	0.345	0.387
1882	0.423	0.470	0.517	0.306	0.340	0.373
1883	0.475	0.514	0.547	0.313	0.346	0.378
1884	0.439	0.478	0.520	0.291	0.338	0.384
1885	0.467	0.512	0.556	0.273	0.313	0.355
1886	0.447	0.486	0.524	0.327	0.366	0.407
1887	0.436	0.472	0.503	0.283	0.316	0.352
1888	0.462	0.499	0.539	0.291	0.323	0.360
1889	0.458	0.490	0.524	0.309	0.347	0.381
1890	0.419	0.457	0.495	0.292	0.328	0.365
1891	0.470	0.511	0.548	0.304	0.335	0.366
1892	0.517	0.545	0.573	0.296	0.324	0.354
1893	0.476	0.509	0.541	0.239	0.262	0.287
1894	0.459	0.495	0.529	0.264	0.290	0.317
1895	0.444	0.503	0.556	0.269	0.296	0.323
1896	0.425	0.457	0.486	0.258	0.279	0.302
1897	0.403	0.445	0.488	0.294	0.323	0.355
1898	0.442	0.477	0.510	0.268	0.296	0.321
1899	0.466	0.498	0.530	0.259	0.279	0.301
1900	0.443	0.484	0.520	0.265	0.300	0.334
1901	0.444	0.489	0.531	0.273	0.303	0.336
1902	0.423	0.482	0.534	0.281	0.313	0.343
1903	0.452	0.490	0.530	0.257	0.283	0.311
1904	0.422	0.467	0.513	0.261	0.286	0.314
1905	0.428	0.477	0.521	0.256	0.285	0.316
1906	0.432	0.468	0.502	0.286	0.311	0.337
1907	0.503	0.544	0.589	0.266	0.292	0.319
1908	0.458	0.495	0.526	0.267	0.293	0.317
1909	0.441	0.474	0.506	0.255	0.286	0.321
1910	0.467	0.503	0.533	0.247	0.271	0.294
1911	0.444	0.476	0.506	0.284	0.311	0.337
1912	0.458	0.492	0.524	0.284	0.307	0.329
1913	0.460	0.492	0.526	0.289	0.315	0.341
1914	0.439	0.476	0.515	0.320	0.348	0.375
1915	0.483	0.514	0.548	0.277	0.303	0.330
1916	0.475	0.509	0.545	0.277	0.305	0.331
1917	0.455	0.493	0.530	0.275	0.306	0.339
1918	0.473	0.511	0.551	0.250	0.281	0.313
1919	0.467	0.501	0.536	0.266	0.290	0.316
1920	0.489	0.518	0.552	0.287	0.316	0.343
1921	0.499	0.531	0.562	0.278	0.301	0.323
1922	0.467	0.498	0.528	0.295	0.316	0.338
1923	0.392	0.453	0.509	0.286	0.312	0.340
1924	0.458	0.499	0.533	0.303	0.330	0.357
1925	0.479	0.519	0.562	0.281	0.310	0.340
1926	0.482	0.527	0.565	0.300	0.326	0.354
1927	0.459	0.498	0.537	0.279	0.304	0.329
1928	0.452	0.488	0.524	0.262	0.285	0.312
1929	0.450	0.486	0.523	0.281	0.304	0.326
1930	0.481	0.521	0.560	0.260	0.283	0.304
1931	0.402	0.441	0.481	0.259	0.284	0.309
1932	0.451	0.498	0.546	0.271	0.296	0.322
1933	0.420	0.464	0.505	0.257	0.283	0.311
1934	0.440	0.478	0.513	0.258	0.285	0.311
1935	0.439	0.480	0.519	0.265	0.286	0.308
1936	0.459	0.496	0.535	0.260	0.287	0.310
1937	0.467	0.503	0.537	0.280	0.303	0.327
1938	0.488	0.527	0.565	0.240	0.266	0.292
1939	0.364	0.413	0.457	0.234	0.266	0.301
1940	0.421	0.475	0.526	0.234	0.259	0.281
1941	0.398	0.445	0.491	0.256	0.283	0.309
1942	0.433	0.475	0.518	0.214	0.236	0.261
1943	0.402	0.452	0.498	0.233	0.256	0.281
1944	0.396	0.439	0.481	0.229	0.260	0.291
1945	0.419	0.459	0.495	0.253	0.280	0.306
1946	0.405	0.442	0.476	0.267	0.286	0.307
1947	0.416	0.455	0.493	0.254	0.276	0.297
1948	0.429	0.466	0.502	0.258	0.280	0.301
1949	0.442	0.484	0.526	0.246	0.268	0.291
1950	0.418	0.458	0.498	0.242	0.262	0.286
1951	0.457	0.492	0.525	0.258	0.277	0.299
1952	0.391	0.427	0.464	0.270	0.290	0.311
1953	0.399	0.435	0.473	0.252	0.271	0.290
1954	0.410	0.448	0.489	0.256	0.278	0.300
1955	0.425	0.462	0.497	0.237	0.258	0.279
1956	0.422	0.458	0.500	0.250	0.272	0.297
1957	0.420	0.456	0.493	0.242	0.262	0.281
1958	0.390	0.426	0.458	0.236	0.257	0.278
1959	0.416	0.456	0.491	0.244	0.262	0.282
1960	0.366	0.402	0.436	0.254	0.274	0.295
1961	0.366	0.425	0.480	0.252	0.272	0.294
1962	0.368	0.405	0.440	0.241	0.263	0.285
1963	0.383	0.426	0.470	0.253	0.272	0.292
1964	0.392	0.438	0.476	0.235	0.257	0.282
1965	0.348	0.391	0.432	0.224	0.242	0.261
1966	0.366	0.410	0.452	0.245	0.262	0.282
1967	0.390	0.432	0.469	0.238	0.255	0.273
1968	0.401	0.438	0.474	0.247	0.267	0.288
1969	0.413	0.454	0.494	0.247	0.264	0.280
1970	0.360	0.398	0.439	0.242	0.260	0.282
1971	0.383	0.431	0.478	0.225	0.243	0.261
1972	0.366	0.418	0.467	0.240	0.261	0.281
1973	0.410	0.466	0.508	0.221	0.240	0.260
1974	0.391	0.429	0.467	0.216	0.236	0.257
1975	0.434	0.475	0.513	0.226	0.247	0.266
1976	0.409	0.451	0.489	0.237	0.260	0.282
1977	0.417	0.458	0.500	0.220	0.241	0.260
1978	0.423	0.459	0.494	0.243	0.262	0.279
1979	0.444	0.490	0.531	0.229	0.251	0.275
1980	0.469	0.503	0.539	0.240	0.260	0.279
1981	0.478	0.509	0.537	0.257	0.278	0.302
1982	0.483	0.522	0.562	0.237	0.257	0.279
1983	0.441	0.492	0.537	0.232	0.254	0.277
1984	0.436	0.481	0.527	0.246	0.268	0.289
1985	0.476	0.504	0.537	0.246	0.267	0.290
1986	0.461	0.498	0.533	0.260	0.287	0.320
1987	0.493	0.525	0.558	0.238	0.258	0.277
1988	0.426	0.454	0.483	0.265	0.285	0.306
1989	0.470	0.501	0.533	0.263	0.285	0.306
1990	0.448	0.479	0.509	0.264	0.281	0.301
1991	0.487	0.513	0.541	0.264	0.295	0.335
1992	0.469	0.498	0.528	0.268	0.292	0.320
1993	0.466	0.496	0.527	0.259	0.280	0.303
1994	0.473	0.502	0.529	0.252	0.270	0.288
1995	0.460	0.490	0.518	0.270	0.292	0.312
1996	0.470	0.496	0.522	0.255	0.276	0.296
1997	0.434	0.462	0.490	0.262	0.280	0.297
1998	0.471	0.501	0.527	0.267	0.286	0.308
1999	0.472	0.506	0.535	0.272	0.297	0.323
2000	0.473	0.504	0.531	0.264	0.282	0.302
2001	0.455	0.481	0.509	0.277	0.298	0.317
2002	0.444	0.469	0.496	0.276	0.297	0.318
2003	0.468	0.489	0.513	0.285	0.304	0.323
2004	0.445	0.469	0.493	0.281	0.297	0.315
2005	0.454	0.479	0.503	0.278	0.295	0.312
2006	0.465	0.488	0.513	0.267	0.288	0.310
2007	0.460	0.481	0.503	0.285	0.302	0.321
