"Name"	"Gender"	"PercentFemale"	"PercentMale"	"RangeStart"	"RangeEnd"	"nothing"	"year"	"author"	"title"
"Leon"	"M"	1	99	1883	1948	534	1953	"Uris, Leon"	"Battle Cry"
"James"	"M"	0.5	99.5	1883	1948	535	1953	"Jones, James"	"From Here to Eternity"
"Ernest"	"M"	0.6	99.4	1883	1948	536	1953	"Gann, Ernest K."	"The High and the Mighty"
	"M"	0	0	1883	1948	537	1953	"Cronin, A. J."	"Beyond This Place"
"James"	"M"	0.5	99.5	1883	1948	538	1953	"Hilton, James"	"Time and Time Again"
"Samuel"	"M"	0.4	99.6	1883	1948	539	1953	"Shellabarger, Samuel"	"Lord Vanity"
"Ben Ames"	"M"	0.8	99.2	1883	1948	540	1953	"Williams, Ben Ames"	"The Unconquered"
"Morton"	"M"	0.1	99.9	1884	1949	541	1954	"Thompson, Morton"	"Not as a Stranger"
"Maurier Daphne"	"F"	100	0	1884	1949	542	1954	"du Maurier, Daphne"	"Mary Anne"
"Irving"	"M"	0.3	99.7	1884	1949	543	1954	"Stone, Irving"	"Love Is Eternal"
"Frances Parkinson"	"F"	99.2	0.8	1884	1949	544	1954	"Keyes, Frances Parkinson"	"The Royal Box"
"Mika"	"M"	0	0	1884	1949	545	1954	"Waltari, Mika"	"The Egyptian"
"Mac"	"M"	0.7	99.3	1884	1949	546	1954	"Hyman, Mac"	"No Time for Sergeants"
"John"	"M"	0.5	99.5	1884	1949	547	1954	"Steinbeck, John"	"Sweet Thursday"
"Hamilton"	"M"	0	100	1884	1949	548	1954	"Basso, Hamilton"	"The View from Pompey's Head"
"Taylor"	"M"	0	100	1884	1949	549	1954	"Caldwell, Taylor"	"Never Victorious, Never Defeated"
"Frank"	"M"	0.5	99.5	1884	1949	550	1954	"Yerby, Frank"	"Benton's Row"
"Herman"	"M"	0.6	99.4	1885	1950	551	1955	"Wouk, Herman"	"Marjorie Morningstar"
"Patrick"	"M"	0.5	99.5	1885	1950	552	1955	"Dennis, Patrick"	"Auntie Mame"
"Mackinlay"	"M"	0	0	1885	1950	553	1955	"Kantor, MacKinlay"	"Andersonville"
"Francoise"	"F"	100	0	1885	1950	554	1955	"Sagan, Francoise"	"Bonjour Tristesse"
"Sloan"	"M"	0	100	1885	1950	555	1955	"Wilson, Sloan"	"The Man in the Gray Flannel Suit"
"Robert"	"M"	0.4	99.6	1885	1950	556	1955	"Ruark, Robert"	"Something of Value"
"Morton"	"M"	0.1	99.9	1885	1950	557	1955	"Thompson, Morton"	"Not as a Stranger"
"Mac"	"M"	0.7	99.3	1885	1950	558	1955	"Hyman, Mac"	"No Time for Sergeants"
"Thomas"	"M"	0.4	99.6	1885	1950	559	1955	"Costain, Thomas B."	"The Tontine"
"John"	"M"	0.5	99.5	1885	1950	560	1955	"O'Hara, John"	"Ten North Frederick"
"William"	"M"	0.4	99.6	1886	1951	561	1956	"Brinkley, William"	"Don't Go Near the Water"
"Edwin"	"M"	0.5	99.5	1886	1951	562	1956	"O'Connor, Edwin"	"The Last Hurrah"
"Grace"	"F"	99.6	0.4	1886	1951	563	1956	"Metalious, Grace"	"Peyton Place"
"Patrick"	"M"	0.4	99.6	1886	1951	564	1956	"Dennis, Patrick"	"Auntie Mame"
"Kay"	"F"	95	5	1886	1951	565	1956	"Thompson, Kay"	"Eloise"
"Mackinlay"	"M"	0	0	1886	1951	566	1956	"Kantor, MacKinlay"	"Andersonville"
"Francoise"	"F"	100	0	1886	1951	567	1956	"Sagan, Francoise"	"A Certain Smile"
"Nicholas"	"M"	0.4	99.6	1886	1951	568	1956	"Monsarrat, Nicholas"	"The Tribe That Lost Its Head"
"Beauvoir Simone"	"F"	92.6	7.4	1886	1951	569	1956	"de Beauvoir, Simone"	"The Mandarins"
"Kenneth"	"M"	0.4	99.6	1886	1951	570	1956	"Roberts, Kenneth"	"Boon Island"
"James Gould"	"M"	0.5	99.5	1887	1952	571	1957	"Cozzens, James Gould"	"By Love Possessed"
"Grace"	"F"	99.6	0.4	1887	1952	572	1957	"Metalious, Grace"	"Peyton Place"
"Meyer"	"M"	0	100	1887	1952	573	1957	"Levin, Meyer"	"Compulsion"
"Max"	"M"	0.6	99.4	1887	1952	574	1957	"Shulman, Max"	"Rally Round the Flag, Boys!"
"Frances Parkinson"	"F"	99.2	0.8	1887	1952	575	1957	"Keyes, Frances Parkinson"	"Blue Camellia"
"Kay"	"F"	95.2	4.8	1887	1952	576	1957	"Thompson, Kay"	"Eloise in Paris"
"Maurier Daphne"	"F"	100	0	1887	1952	577	1957	"du Maurier, Daphne"	"The Scapegoat"
"Nevil"	"M"	0	100	1887	1952	578	1957	"Shute, Nevil"	"On the Beach"
"Thomas"	"M"	0.4	99.6	1887	1952	579	1957	"Costain, Thomas B."	"Below the Salt"
"Ayn"	"F"	100	0	1887	1952	580	1957	"Rand, Ayn"	"Atlas Shrugged"
"Boris"	"M"	0	100	1888	1953	581	1958	"Pasternak, Boris"	"Doctor Zhivago"
"Robert"	"M"	0.4	99.6	1888	1953	582	1958	"Traver, Robert"	"Anatomy of a Murder"
"Vladimir"	"M"	0	100	1888	1953	583	1958	"Nabokov, Vladimir"	"Lolita"
"Patrick"	"M"	0.4	99.6	1888	1953	584	1958	"Dennis, Patrick"	"Around the World with Auntie Mame"
"John"	"M"	0.4	99.6	1888	1953	585	1958	"O'Hara, John"	"From the Terrace"
"Kay"	"F"	95.3	4.7	1888	1953	586	1958	"Thompson, Kay"	"Eloise at Christmastime"
"Edna"	"F"	99.6	0.4	1888	1953	587	1958	"Ferber, Edna"	"Ice Palace"
"Anya"	"F"	100	0	1888	1953	588	1958	"Seton, Anya"	"The Winthrop Woman"
"Jerome"	"M"	0.6	99.4	1888	1953	589	1958	"Weidman, Jerome"	"The Enemy Camp"
"Frances Parkinson"	"F"	99.2	0.8	1888	1953	590	1958	"Keyes, Frances Parkinson"	"Victorine"
"Leon"	"M"	1	99	1889	1954	591	1959	"Uris, Leon"	"Exodus"
"Boris"	"M"	0	100	1889	1954	592	1959	"Pasternak, Boris"	"Doctor Zhivago"
"James"	"M"	0.4	99.6	1889	1954	593	1959	"Michener, James A."	"Hawaii"
"Allen"	"M"	0.8	99.2	1889	1954	594	1959	"Drury, Allen"	"Advise and Consent"
	"M"	0	0	1889	1954	595	1959	"Lawrence, D. H."	"Lady Chatterley's Lover"
"William And Eugene Burdick"	"M"	0.4	99.6	1889	1954	596	1959	"Lederer, William J. and Eugene L. Burdick"	"The Ugly American"
"Taylor"	"M"	0.4	99.6	1889	1954	597	1959	"Caldwell, Taylor"	"Dear and Glorious Physician"
"Vladimir"	"M"	0	100	1889	1954	598	1959	"Nabokov, Vladimir"	"Lolita"
"Paul"	"M"	0.4	99.6	1889	1954	599	1959	"Gallico, Paul"	"Mrs. 'Arris Goes to Paris"
"Robert"	"M"	0.4	99.6	1889	1954	600	1959	"Ruark, Robert"	"Poor No More"
"Allen"	"M"	0.8	99.2	1890	1955	601	1960	"Drury, Allen"	"Advise and Consent"
"James"	"M"	0.4	99.6	1890	1955	602	1960	"Michener, James A."	"Hawaii"
"Lampedusa Giuseppe"	"M"	0	100	1890	1955	603	1960	"di Lampedusa, Giuseppe"	"The Leopard"
"Irving"	"M"	0.3	99.7	1890	1955	604	1960	"Wallace, Irving"	"The Chapman Report"
"John"	"M"	0.4	99.6	1890	1955	605	1960	"O'Hara, John"	"Ourselves To Know"
"Marcia"	"F"	99.8	0.2	1890	1955	606	1960	"Davenport, Marcia"	"The Constant Image"
"Mary Ellen"	"F"	99.6	0.4	1890	1955	607	1960	"Chase, Mary Ellen"	"The Lovely Ambition"
"Taylor"	"M"	0.4	99.6	1890	1955	608	1960	"Caldwell, Taylor"	"The Listener"
"Nevil"	"M"	0	100	1890	1955	609	1960	"Shute, Nevil"	"Trustee from the Toolroom"
"John"	"M"	0.4	99.6	1890	1955	610	1960	"O'Hara, John"	"Sermons and Soda-Water"
"Irving"	"M"	0.3	99.7	1891	1956	611	1961	"Stone, Irving"	"The Agony and the Ecstasy"
	"M"	0	0	1891	1956	612	1961	"Salinger, J. D."	"Franny and Zooey"
"Harper"	"F"	0	100	1891	1956	613	1961	"Lee, Harper"	"To Kill a Mockingbird"
"Leon"	"M"	1	99	1891	1956	614	1961	"Uris, Leon"	"Mila 18"
"Harold"	"M"	0.5	99.5	1891	1956	615	1961	"Robbins, Harold"	"The Carpetbaggers"
"Henry"	"M"	0.8	99.2	1891	1956	616	1961	"Miller, Henry"	"Tropic of Cancer"
"Alexander Trans"	"M"	0.4	99.6	1891	1956	617	1961	"Lenard, Alexander, trans."	"Winnie Ille Pu"
"Morris"	"M"	0.8	99.2	1891	1956	618	1961	"West, Morris"	"Daughter of Silence"
"Edwin"	"M"	0.5	99.5	1891	1956	619	1961	"O'Connor, Edwin"	"The Edge of Sadness"
"John"	"M"	0.4	99.6	1891	1956	620	1961	"Steinbeck, John"	"The Winter of Our Discontent"
"Katherine Anne"	"F"	99.7	0.3	1892	1957	621	1962	"Porter, Katherine Anne"	"Ship of Fools"
"Anne Morrow"	"F"	99.8	0.2	1892	1957	622	1962	"Lindbergh, Anne Morrow"	"Dearly Beloved"
"Allen"	"M"	0.8	99.2	1892	1957	623	1962	"Drury, Allen"	"A Shade of Difference"
"Herman"	"M"	0.6	99.4	1892	1957	624	1962	"Wouk, Herman"	"Youngblood Hawke"
	"M"	0	0	1892	1957	625	1962	"Salinger, J. D."	"Franny and Zooey"
"Eugene And Harvey Wheeler"	"M"	0.7	99.3	1892	1957	626	1962	"Burdick, Eugene and Harvey Wheeler"	"Fail-Safe"
"Fletcher And Charles Bailey Ii"	"M"	2.4	97.6	1892	1957	627	1962	"Knebel, Fletcher and Charles W. Bailey II"	"Seven Days in May"
"Irving"	"M"	0.3	99.7	1892	1957	628	1962	"Wallace, Irving"	"The Prize"
"Irving"	"M"	0.3	99.7	1892	1957	629	1962	"Stone, Irving"	"The Agony and the Ecstasy"
"William"	"M"	0.4	99.6	1892	1957	630	1962	"Faulkner, William"	"The Reivers"
"Morris"	"M"	0.8	99.2	1893	1958	631	1963	"West, Morris L."	"The Shoes of the Fisherman"
"Mary"	"F"	99.6	0.4	1893	1958	632	1963	"McCarthy, Mary"	"The Group"
	"M"	0	0	1893	1958	633	1963	"Salinger, J. D."	"Raise High the Roof Beam, Carpenters, and Seymour--An Introduction"
"James"	"M"	0.4	99.6	1893	1958	634	1963	"Michener, James A."	"Caravans"
"John"	"M"	0.4	99.6	1893	1958	635	1963	"O'Hara, John"	"Elizabeth Appleton"
"Taylor"	"M"	0.9	99.1	1893	1958	636	1963	"Caldwell, Taylor"	"Grandmother and the Priests"
"John"	"M"	0.4	99.6	1893	1958	637	1963	"Rechy, John"	"City of Night"
"Maurier Daphne"	"F"	100	0	1893	1958	638	1963	"du Maurier, Daphne"	"The Glass-Blowers"
"Richard"	"M"	0.3	99.7	1893	1958	639	1963	"McKenna, Richard"	"The Sand Pebbles"
"Carre John"	"F"	100	0	1894	1959	640	1964	"Le Carre, John"	"The Spy Who Came in from the Cold"
"Terry And Mason Hoffenberg"	"M"	20.7	79.3	1894	1959	641	1964	"Southern, Terry and Mason Hoffenberg"	"Candy"
"Saul"	"M"	0	100	1894	1959	642	1964	"Bellow, Saul"	"Herzog"
"Leon"	"M"	0.9	99.1	1894	1959	643	1964	"Uris, Leon"	"Armageddon"
"Irving"	"M"	0.3	99.7	1894	1959	644	1964	"Wallace, Irving"	"The Man"
"Louis"	"M"	0.7	99.3	1894	1959	645	1964	"Auchincloss, Louis"	"The Rector of Justin"
"Richard"	"M"	0.3	99.7	1894	1959	646	1964	"Kim, Richard E."	"The Martyred"
"Ian"	"M"	0.3	99.7	1894	1959	647	1964	"Fleming, Ian"	"You Only Live Twice"
"Mary"	"F"	99.6	0.4	1894	1959	648	1964	"Stewart, Mary"	"This Rough Magic"
"Fletcher And Charles Bailey Ii"	"M"	2.4	97.6	1894	1959	649	1964	"Knebel, Fletcher and Charles W. Bailey II"	"Convention"
"James"	"M"	0.4	99.6	1895	1960	650	1965	"Michener, James A."	"The Source"
"Bel"	"F"	0	0	1895	1960	651	1965	"Kaufman, Bel"	"Up the Down Staircase"
"Saul"	"M"	0	100	1895	1960	652	1965	"Bellow, Saul"	"Herzog"
"Carre John"	"F"	100	0	1895	1960	653	1965	"Le Carre, John"	"The Looking Glass War"
"Robin"	"F"	82.5	17.5	1895	1960	654	1965	"Moore, Robin"	"The Green Berets"
"Irving"	"M"	0.3	99.7	1895	1960	655	1965	"Stone, Irving"	"Those Who Love"
"Ian"	"M"	0.2	99.8	1895	1960	656	1965	"Fleming, Ian"	"The Man with the Golden Gun"
"Arthur"	"M"	0.6	99.4	1895	1960	657	1965	"Hailey, Arthur"	"Hotel"
"Morris"	"M"	0.8	99.2	1895	1960	658	1965	"West, Morris"	"The Ambassador"
"Herman"	"M"	0.6	99.4	1895	1960	659	1965	"Wouk, Herman"	"Don't Stop the Carnival"
"Jacqueline"	"F"	99.7	0.3	1896	1961	660	1966	"Susann, Jacqueline"	"Valley of the Dolls"
"Harold"	"M"	0.5	99.5	1896	1961	661	1966	"Robbins, Harold"	"The Adventurers"
"Robert"	"M"	0.4	99.6	1896	1961	662	1966	"Crichton, Robert"	"The Secret of Santa Vittoria"
"Allen"	"M"	0.7	99.3	1896	1961	663	1966	"Drury, Allen"	"Capable of Honor"
"Helen"	"F"	99.7	0.3	1896	1961	664	1966	"MacInnes, Helen"	"The Double Image"
"Bernard"	"M"	0.5	99.5	1896	1961	665	1966	"Malamud, Bernard"	"The Fixer"
"Johns Adela Rogers"	"F"	100	0	1896	1961	666	1966	"St. Johns, Adela Rogers"	"Tell No Man"
"James"	"M"	0.4	99.6	1896	1961	667	1966	"Clavell, James"	"Tai-Pan"
"Louis"	"M"	0.7	99.3	1896	1961	668	1966	"Auchincloss, Louis"	"The Embezzler"
"Edwin"	"M"	0.5	99.5	1896	1961	669	1966	"O'Connor, Edwin"	"All in the Family"
"Elia"	"F"	90.8	9.2	1897	1962	670	1967	"Kazan, Elia"	"The Arrangement"
"William"	"M"	0.4	99.6	1897	1962	671	1967	"Styron, William"	"The Confessions of Nat Turner"
"Chaim"	"M"	0	100	1897	1962	672	1967	"Potok, Chaim"	"The Chosen"
"Leon"	"M"	0.9	99.1	1897	1962	673	1967	"Uris, Leon"	"Topaz"
"Catherine"	"F"	99.7	0.3	1897	1962	674	1967	"Marshall, Catherine"	"Christy"
"Thornton"	"M"	0	100	1897	1962	675	1967	"Wilder, Thornton"	"The Eighth Day"
"Ira"	"M"	9.5	90.5	1897	1962	676	1967	"Levin, Ira"	"Rosemary's Baby"
"Irving"	"M"	0.3	99.7	1897	1962	677	1967	"Wallace, Irving"	"The Plot"
"Mary"	"F"	99.6	0.4	1897	1962	678	1967	"Stewart, Mary"	"The Gabriel Hounds"
"Henry"	"M"	0.8	99.2	1897	1962	679	1967	"Sutton, Henry"	"The Exhibitionist"
"Arthur"	"M"	0.6	99.4	1898	1963	680	1968	"Hailey, Arthur"	"Airport"
"John"	"M"	0.4	99.6	1898	1963	681	1968	"Updike, John"	"Couples"
"Helen"	"F"	99.7	0.3	1898	1963	682	1968	"MacInnes, Helen"	"The Salzburg Connection"
"Carre John"	"F"	100	0	1898	1963	683	1968	"Le Carre, John"	"A Small Town in Germany"
"Taylor"	"M"	1.6	98.4	1898	1963	684	1968	"Caldwell, Taylor"	"Testimony of Two Men"
"Allen"	"M"	0.7	99.3	1898	1963	685	1968	"Drury, Allen"	"Preserve and Protect"
"Gore"	"M"	0	0	1898	1963	686	1968	"Vidal, Gore"	"Myra Breckinridge"
"Fletcher"	"M"	2.4	97.6	1898	1963	687	1968	"Knebel, Fletcher"	"Vanished"
"Catherine"	"F"	99.7	0.3	1898	1963	688	1968	"Marshall, Catherine"	"Christy"
"Morris"	"M"	0.8	99.2	1898	1963	689	1968	"West, Morris L."	"The Tower of Babel"
"Philip"	"M"	0.3	99.7	1899	1964	690	1969	"Roth, Philip"	"Portnoy's Complaint"
"Mario"	"M"	0.8	99.2	1899	1964	691	1969	"Puzo, Mario"	"The Godfather"
"Jacqueline"	"F"	99.7	0.3	1899	1964	692	1969	"Susann, Jacqueline"	"The Love Machine"
"Harold"	"M"	0.5	99.5	1899	1964	693	1969	"Robbins, Harold"	"The Inheritors"
"Michael"	"M"	0.4	99.6	1899	1964	694	1969	"Crichton, Michael"	"The Andromeda Strain"
"Irving"	"M"	0.3	99.7	1899	1964	695	1969	"Wallace, Irving"	"The Seven Minutes"
"Penelope"	"F"	100	0	1899	1964	696	1969	"Ashe, Penelope"	"Naked Came the Stranger"
"Chaim"	"M"	0	100	1899	1964	697	1969	"Potok, Chaim"	"The Promise"
"Gwen"	"F"	98.4	1.6	1899	1964	698	1969	"Davis, Gwen"	"The Pretenders"
"Maurier Daphne"	"F"	99.9	0.1	1899	1964	699	1969	"du Maurier, Daphne"	"The House on the Strand"
"Erich"	"M"	0	100	1900	1965	700	1970	"Segal, Erich"	"Love Story"
"John"	"M"	0.4	99.6	1900	1965	701	1970	"Fowles, John"	"The French Lieutenant's Woman"
"Ernest"	"M"	0.6	99.4	1900	1965	702	1970	"Hemingway, Ernest"	"Islands in the Stream"
"Mary"	"F"	99.6	0.4	1900	1965	703	1970	"Stewart, Mary"	"The Crystal Cave"
"Taylor"	"M"	1.9	98.1	1900	1965	704	1970	"Caldwell, Taylor"	"Great Lion of God"
"Leon"	"M"	0.9	99.1	1900	1965	705	1970	"Uris, Leon"	"QB VII"
"Jimmy"	"M"	0.8	99.2	1900	1965	706	1970	"Breslin, Jimmy"	"The Gang That Couldn't Shoot Straight"
"Victoria"	"F"	99.7	0.3	1900	1965	707	1970	"Holt, Victoria"	"The Secret Woman"
"Graham"	"M"	0.2	99.8	1900	1965	708	1970	"Greene, Graham"	"Travels with My Aunt"
"Irwin"	"M"	0.1	99.9	1900	1965	709	1970	"Shaw, Irwin"	"Rich Man, Poor Man"
"Arthur"	"M"	0.6	99.4	1901	1966	710	1971	"Hailey, Arthur"	"Wheels"
"William"	"M"	0.4	99.6	1901	1966	711	1971	"Blatty, William P."	"The Exorcist"
"Irving"	"M"	0.3	99.7	1901	1966	712	1971	"Stone, Irving"	"The Passions of the Mind"
"Frederick"	"M"	0.4	99.6	1901	1966	713	1971	"Forsyth, Frederick"	"The Day of the Jackal"
"Harold"	"M"	0.5	99.5	1901	1966	714	1971	"Robbins, Harold"	"The Betsy"
"Helen"	"F"	99.7	0.3	1901	1966	715	1971	"MacInnes, Helen"	"Message from Malaga"
"Herman"	"M"	0.6	99.4	1901	1966	716	1971	"Wouk, Herman"	"The Winds of War"
"James"	"M"	0.4	99.6	1901	1966	717	1971	"Michener, James A."	"The Drifters"
"Thomas"	"M"	0.3	99.7	1901	1966	718	1971	"Tryon, Thomas"	"The Other"
"John"	"M"	0.4	99.6	1901	1966	719	1971	"Updike, John"	"Rabbit Redux"
"Richard"	"M"	0.3	99.7	1902	1967	720	1972	"Bach, Richard"	"Jonathan Livingston Seagull"
"Alexander"	"M"	0.5	99.5	1902	1967	721	1972	"Solzhenitsyn, Alexander"	"August, 1914"
"Frederick"	"M"	0.4	99.6	1902	1967	722	1972	"Forsyth, Frederick"	"The Odessa File"
"Frederick"	"M"	0.4	99.6	1902	1967	723	1972	"Forsyth, Frederick"	"The Day of the Jackal"
"Irving"	"M"	0.3	99.7	1902	1967	724	1972	"Wallace, Irving"	"The Word"
"Herman"	"M"	0.6	99.4	1902	1967	725	1972	"Wouk, Herman"	"The Winds of War"
"Taylor"	"M"	2.5	97.5	1902	1967	726	1972	"Caldwell, Taylor"	"Captains and the Kings"
"Marjorie"	"F"	99.8	0.2	1902	1967	727	1972	"Holmes, Marjorie"	"Two from Galilee"
"Chaim"	"M"	0	100	1902	1967	728	1972	"Potok, Chaim"	"My Name Is Asher Lev"
"Dan"	"M"	0.5	99.5	1902	1967	729	1972	"Jenkins, Dan"	"Semi-Tough"
"Richard"	"M"	0.3	99.7	1903	1968	730	1973	"Bach, Richard"	"Jonathan Livingston Seagull"
"Jacqueline"	"F"	99.7	0.3	1903	1968	731	1973	"Susann, Jacqueline"	"Once Is Not Enough"
"Kurt"	"M"	0.2	99.8	1903	1968	732	1973	"Vonnegut, Kurt"	"Breakfast of Champions"
"Frederick"	"M"	0.4	99.6	1903	1968	733	1973	"Forsyth, Frederick"	"The Odessa File"
"Gore"	"M"	0	0	1903	1968	734	1973	"Vidal, Gore"	"Burr"
"Mary"	"F"	99.6	0.4	1903	1968	735	1973	"Stewart, Mary"	"The Hollow Hills"
"Irwin"	"M"	0.1	99.9	1903	1968	736	1973	"Shaw, Irwin"	"Evening in Byzantium"
"Robert"	"M"	0.4	99.6	1903	1968	737	1973	"Ludlum, Robert"	"The Matlock Paper"
"Paul"	"M"	0.4	99.6	1903	1968	738	1973	"Erdman, Paul E."	"The Billion Dollar Sure Thing"
"Graham"	"M"	0.3	99.7	1903	1968	739	1973	"Greene, Graham"	"The Honorary Consul"
"James"	"M"	0.4	99.6	1904	1969	740	1974	"Michener, James A."	"Centennial"
"Richard"	"M"	0.3	99.7	1904	1969	741	1974	"Adams, Richard"	"Watership Down"
"Peter"	"M"	0.3	99.7	1904	1969	742	1974	"Benchley, Peter"	"Jaws"
"Carre John"	"F"	100	0	1904	1969	743	1974	"Le Carre, John"	"Tinker, Tailor, Soldier, Spy"
"Joseph"	"M"	0.4	99.6	1904	1969	744	1974	"Heller, Joseph"	"Something Happened"
"Frederick"	"M"	0.4	99.6	1904	1969	745	1974	"Forsyth, Frederick"	"The Dogs of War"
"Harold"	"M"	0.5	99.5	1904	1969	746	1974	"Robbins, Harold J."	"The Pirate"
"Margaret"	"F"	99.7	0.3	1904	1969	747	1974	"Craven, Margaret"	"I Heard the Owl Call My Name"
"John"	"M"	0.4	99.6	1904	1969	748	1974	"Watson, John H."	"The Seven-Per-Cent Solution"
"Irving"	"M"	0.3	99.7	1904	1969	749	1974	"Wallace, Irving"	"The Fan Club"
	"M"	0	0	1905	1970	750	1975	"Doctorow, E. L."	"Ragtime"
"Arthur"	"M"	0.6	99.4	1905	1970	751	1975	"Hailey, Arthur"	"The Moneychangers"
"Agatha"	"F"	100	0	1905	1970	752	1975	"Christie, Agatha"	"Curtain"
"Judith"	"F"	99.7	0.3	1905	1970	753	1975	"Rossner, Judith"	"Looking for Mister Goodbar"
"Joseph"	"M"	0.4	99.6	1905	1970	754	1975	"Wambaugh, Joseph"	"The Choirboys"
"Jack"	"M"	0.5	99.5	1905	1970	755	1975	"Higgins, Jack"	"The Eagle Has Landed"
"Irving"	"M"	0.3	99.7	1905	1970	756	1975	"Stone, Irving"	"The Greek Treasure: A Biographical Novel of Henry and Sophia Schliemann"
"Michael"	"M"	0.4	99.6	1905	1970	757	1975	"Crichton, Michael"	"The Great Train Robbery"
"James"	"M"	0.4	99.6	1905	1970	758	1975	"Clavell, James"	"Shogun"
"Saul"	"M"	0	100	1905	1970	759	1975	"Bellow, Saul"	"Humboldt's Gift"
"Leon"	"M"	0.9	99.1	1906	1971	760	1976	"Uris, Leon"	"Trinity"
"Agatha"	"F"	100	0	1906	1971	761	1976	"Christie, Agatha"	"Sleeping Murder"
"Jacqueline"	"F"	99.7	0.3	1906	1971	762	1976	"Susann, Jacqueline"	"Dolores"
"Jack"	"M"	0.5	99.5	1906	1971	763	1976	"Higgins, Jack"	"Storm Warning"
"Peter"	"M"	0.3	99.7	1906	1971	764	1976	"Benchley, Peter"	"The Deep"
"Gore"	"M"	0	0	1906	1971	765	1976	"Vidal, Gore"	1876
"Kurt"	"M"	0.2	99.8	1906	1971	766	1976	"Vonnegut, Kurt"	"Slapstick: or, Lonesome No More!"
"Harold"	"M"	0.5	99.5	1906	1971	767	1976	"Robbins, Harold"	"The Lonely Lady"
"Mary"	"F"	99.6	0.4	1906	1971	768	1976	"Stewart, Mary"	"Touch Not the Cat"
"Sidney"	"M"	6.2	93.8	1906	1971	769	1976	"Sheldon, Sidney"	"A Stranger in the Mirror"
"J.r.r.; Christopher Tolkien"	"M"	0.5	99.5	1907	1972	770	1977	"Tolkien, J.R.R.; Christopher Tolkien"	"The Silmarillion"
"Colleen"	"F"	99.8	0.2	1907	1972	771	1977	"McCullough, Colleen"	"The Thorn Birds"
"Richard"	"M"	0.3	99.7	1907	1972	772	1977	"Bach, Richard"	"Illusions: The Adventures of a Reluctant Messiah"
"Carre John"	"F"	100	0	1907	1972	773	1977	"Le Carre, John"	"The Honourable Schoolboy"
"Erich"	"M"	0	100	1907	1972	774	1977	"Segal, Erich"	"Oliver's Story"
"Harold"	"M"	0.5	99.5	1907	1972	775	1977	"Robbins, Harold"	"Dreams Die First"
"Irwin"	"M"	0.1	99.9	1907	1972	776	1977	"Shaw, Irwin"	"Beggarman, Thief"
"Erica"	"F"	99.6	0.4	1907	1972	777	1977	"Jong, Erica"	"How To Save Your Own Life"
"Anais"	"F"	0	0	1907	1972	778	1977	"Nin, Anais"	"Delta of Venus: Erotica"
"John"	"M"	0.4	99.6	1907	1972	779	1977	"Fowles, John"	"Daniel Martin"
"James"	"M"	0.4	99.6	1908	1973	780	1978	"Michener, James A."	"Chesapeake"
"Herman"	"M"	0.6	99.4	1908	1973	781	1978	"Wouk, Herman"	"War and Remembrance"
"Mario"	"M"	1	99	1908	1973	782	1978	"Puzo, Mario"	"Fools Die"
"Sidney"	"M"	6.2	93.8	1908	1973	783	1978	"Sheldon, Sidney"	"Bloodlines"
"Judith"	"F"	99.7	0.3	1908	1973	784	1978	"Krantz, Judith"	"Scruples"
"Belva"	"F"	100	0	1908	1973	785	1978	"Plain, Belva"	"Evergreen"
"Richard"	"M"	0.3	99.7	1908	1973	786	1978	"Bach, Richard"	"Illusions: The Adventures of a Reluctant Messiah"
"Robert"	"M"	0.4	99.6	1908	1973	787	1978	"Ludlum, Robert"	"The Holcroft Covenant"
"Howard"	"M"	0.5	99.5	1908	1973	788	1978	"Fast, Howard"	"Second Generation"
"Ken"	"M"	0.1	99.9	1908	1973	789	1978	"Follett, Ken"	"Eye of the Needle"
"Graham"	"M"	0.3	99.7	1908	1973	790	1978	"Greene, Graham"	"The Human Factor"
"M.m"	"F"	0	0	1908	1973	791	1978	"Kaye, M.M."	"The Far Pavilions"
"Helen"	"F"	99.7	0.3	1908	1973	792	1978	"MacInnes, Helen"	"Prelude to Terror"
"John"	"M"	0.4	99.6	1908	1973	793	1978	"Irving, John"	"The World According to Garp"
"James"	"M"	0.4	99.6	1908	1973	794	1978	"Jones, James"	"Whistle"
"Robert"	"M"	0.4	99.6	1909	1974	795	1979	"Ludlum, Robert"	"The Matarese Circle"
"William"	"M"	0.4	99.6	1909	1974	796	1979	"Styron, William"	"Sophie's Choice"
"Arthur"	"M"	0.6	99.4	1909	1974	797	1979	"Hailey, Arthur"	"Overload"
"Harold"	"M"	0.5	99.5	1909	1974	798	1979	"Robbins, Harold"	"Memories of Another Day"
"Kurt"	"M"	0.2	99.8	1909	1974	799	1979	"Vonnegut, Kurt"	"Jailbird"
"Stephen"	"M"	0.3	99.7	1909	1974	800	1979	"King, Stephen"	"The Dead Zone"
"Mary"	"F"	99.6	0.4	1909	1974	801	1979	"Stewart, Mary"	"The Last Enchantment"
"Howard"	"M"	0.5	99.5	1909	1974	802	1979	"Fast, Howard"	"The Establishment"
"Gen Sir John Et Al"	"M"	54.5	45.5	1909	1974	803	1979	"Hackett, Gen. Sir John, et al."	"The Third World War: August 1985"
"Carre John"	"F"	100	0	1909	1974	804	1979	"Le Carre, John"	"Smiley's People"
"Ken"	"M"	0.1	99.9	1909	1974	805	1979	"Follett, Ken"	"Triple"
"Joseph"	"M"	0.4	99.6	1909	1974	806	1979	"Heller, Joseph"	"Good as Gold"
